#{"t_start": 1780882579.664715, "env_id": "None"}
r,l,t,success,completed_targets,collision_count,remaining_battery,done_reason
-17.825,35,5.574106,False,0,7,0.0,battery_out
0.015,35,5.604239,False,1,0,0.0,battery_out
-15.925,35,5.630799,False,0,6,0.0,battery_out
-11.625,35,5.657155,False,0,2,0.0,battery_out
-10.025,35,5.684907,False,0,0,0.0,battery_out
-14.225,35,5.71257,False,0,3,0.0,battery_out
-4.285,35,5.741174,False,1,3,0.0,battery_out
-1.625,35,5.770249,False,1,2,0.0,battery_out
-11.925,35,5.796586,False,0,2,0.0,battery_out
-11.525,35,5.825143,False,0,0,0.0,battery_out
-17.725,35,5.853013,False,0,6,0.0,battery_out
-3.925,35,5.879766,False,1,3,0.0,battery_out
-12.625,35,5.910746,False,0,2,0.0,battery_out
-11.625,35,5.940423,False,0,0,0.0,battery_out
-2.945,35,5.968228,False,1,3,0.0,battery_out
-11.025,35,5.997785,False,0,1,0.0,battery_out
-0.125,35,6.025845,False,1,1,0.0,battery_out
-0.625,35,6.052502,False,1,1,0.0,battery_out
-3.945,35,6.079809,False,1,4,0.0,battery_out
-6.725,35,6.108309,False,1,7,0.0,battery_out
-13.125,35,6.134511,False,0,2,0.0,battery_out
-1.785,35,6.160468,False,1,1,0.0,battery_out
-13.425,35,7.694117,False,0,3,0.0,battery_out
-17.625,35,7.743416,False,0,7,0.0,battery_out
-11.125,35,7.789665,False,0,1,0.0,battery_out
-12.625,35,7.825282,False,0,2,0.0,battery_out
-15.125,35,7.87619,False,0,3,0.0,battery_out
-12.325,35,7.907802,False,0,2,0.0,battery_out
-13.625,35,7.936319,False,0,4,0.0,battery_out
10.955,35,7.981481,False,2,0,0.0,battery_out
-11.125,35,8.01524,False,0,1,0.0,battery_out
-14.325,35,8.045828,False,0,4,0.0,battery_out
-14.725,35,8.078764,False,0,4,0.0,battery_out
0.055,35,8.109077,False,1,1,0.0,battery_out
-0.345,35,8.139656,False,1,1,0.0,battery_out
-1.225,35,8.170264,False,1,2,0.0,battery_out
-10.025,35,8.196384,False,0,0,0.0,battery_out
-12.325,35,8.225479,False,0,1,0.0,battery_out
-16.425,35,8.251972,False,0,6,0.0,battery_out
-12.525,35,8.279127,False,0,2,0.0,battery_out
-11.525,35,8.306772,False,0,0,0.0,battery_out
-16.125,35,8.335198,False,0,5,0.0,battery_out
-14.325,35,8.362542,False,0,5,0.0,battery_out
-8.345,35,8.387691,False,1,8,0.0,battery_out
-5.165,35,8.413673,False,1,5,0.0,battery_out
-13.64,36,8.443762,False,0,1,0.0,battery_out
-13.425,35,8.472126,False,0,1,0.0,battery_out
-2.425,35,8.499826,False,1,2,0.0,battery_out
-10.625,35,8.526891,False,0,0,0.0,battery_out
-1.625,35,8.553326,False,1,1,0.0,battery_out
-1.745,35,8.582757,False,1,3,0.0,battery_out
-16.025,35,8.610193,False,0,6,0.0,battery_out
-11.325,35,10.374418,False,0,1,0.0,battery_out
-12.025,35,10.405317,False,0,1,0.0,battery_out
-11.825,35,10.470326,False,0,1,0.0,battery_out
-1.325,35,10.51841,False,1,1,0.0,battery_out
-1.925,35,10.554639,False,1,3,0.0,battery_out
-1.925,35,10.586364,False,1,3,0.0,battery_out
-5.925,35,10.617275,False,1,6,0.0,battery_out
-13.125,35,10.651916,False,0,2,0.0,battery_out
-9.925,35,10.682169,False,0,0,0.0,battery_out
0.235,35,10.722584,False,1,2,0.0,battery_out
30.85,10,10.736631,True,1,0,25.0,success
-10.725,35,10.763517,False,0,0,0.0,battery_out
-9.855,37,10.793165,False,0,0,0.0,battery_out
-10.525,35,10.824184,False,0,0,0.0,battery_out
-11.925,35,10.865807,False,0,1,0.0,battery_out
-13.925,35,10.900738,False,0,2,0.0,battery_out
28.36,16,10.923557,True,1,3,19.0,success
11.035,35,10.960112,False,2,1,0.0,battery_out
-10.125,35,10.993576,False,0,1,0.0,battery_out
0.875,35,11.022777,False,1,0,0.0,battery_out
-15.925,35,11.047849,False,0,6,0.0,battery_out
1.075,35,11.075017,False,1,0,0.0,battery_out
0.235,35,11.104079,False,1,1,0.0,battery_out
-11.625,35,11.139483,False,0,1,0.0,battery_out
-11.925,35,11.16918,False,0,2,0.0,battery_out
-10.525,35,11.199776,False,0,0,0.0,battery_out
-17.025,35,11.226922,False,0,5,0.0,battery_out
-8.425,35,11.259697,False,1,8,0.0,battery_out
-2.425,35,11.286049,False,1,2,0.0,battery_out
-3.345,35,11.313363,False,1,4,0.0,battery_out
-12.57,38,12.788777,False,0,3,0.0,battery_out
-15.425,35,12.826346,False,0,5,0.0,battery_out
-9.925,35,12.86991,False,0,0,0.0,battery_out
-5.625,35,12.905081,False,1,6,0.0,battery_out
0.555,35,12.944656,False,1,0,0.0,battery_out
-5.645,43,13.014535,False,1,6,0.0,battery_out
1.075,35,13.048594,False,1,0,0.0,battery_out
39.145,33,13.082927,True,2,3,2.0,success
-1.965,35,13.111783,False,1,4,0.0,battery_out
-13.725,35,13.139785,False,0,3,0.0,battery_out
-0.205,35,13.166775,False,1,1,0.0,battery_out
-6.285,35,13.200384,False,1,6,0.0,battery_out
-1.325,35,13.231344,False,1,3,0.0,battery_out
-13.125,35,13.261103,False,0,3,0.0,battery_out
25.855,35,13.290243,True,1,5,0.0,success
-9.725,35,13.315214,False,0,0,0.0,battery_out
3.315,35,13.34983,False,2,7,0.0,battery_out
-10.025,35,13.376131,False,0,0,0.0,battery_out
-1.245,35,13.400797,False,1,2,0.0,battery_out
-13.125,35,13.426377,False,0,3,0.0,battery_out
-12.225,35,13.450232,False,0,1,0.0,battery_out
-9.325,35,13.475282,False,0,0,0.0,battery_out
-1.225,35,13.49826,False,1,2,0.0,battery_out
-7.545,35,13.52347,False,1,7,0.0,battery_out
-9.825,35,13.547972,False,0,0,0.0,battery_out
-11.425,35,13.573917,False,0,1,0.0,battery_out
-11.425,35,13.600254,False,0,0,0.0,battery_out
-12.625,35,13.631388,False,0,2,0.0,battery_out
-14.955,37,13.656292,False,0,4,0.0,battery_out
-2.345,35,14.905568,False,1,2,0.0,battery_out
11.435,43,14.974596,False,2,2,0.0,battery_out
-10.025,35,15.011328,False,0,0,0.0,battery_out
-1.485,35,15.078274,False,1,1,0.0,battery_out
-15.14,36,15.10887,False,0,4,0.0,battery_out
-12.125,35,15.159329,False,0,2,0.0,battery_out
-12.825,35,15.226496,False,0,3,0.0,battery_out
-10.125,35,15.260042,False,0,1,0.0,battery_out
2.475,35,15.293241,False,1,0,0.0,battery_out
-4.485,35,15.350231,False,1,3,0.0,battery_out
-11.63,42,15.396375,False,0,1,0.0,battery_out
-12.14,36,15.431979,False,0,2,0.0,battery_out
-11.125,35,15.467008,False,0,1,0.0,battery_out
-3.605,35,15.501566,False,1,3,0.0,battery_out
-0.765,35,15.557669,False,1,1,0.0,battery_out
-13.33,42,15.617391,False,0,4,0.0,battery_out
-3.925,35,15.643431,False,1,4,0.0,battery_out
-9.925,35,15.683032,False,0,0,0.0,battery_out
-10.725,35,15.726739,False,0,1,0.0,battery_out
28.915,19,15.745246,True,1,3,16.0,success
-12.225,35,15.78419,False,0,0,0.0,battery_out
-13.825,35,15.819406,False,0,4,0.0,battery_out
0.275,35,15.849974,False,1,0,0.0,battery_out
-0.525,35,15.896657,False,1,2,0.0,battery_out
-3.525,35,15.928308,False,1,3,0.0,battery_out
-9.925,35,15.957208,False,0,0,0.0,battery_out
-0.125,35,15.986871,False,1,1,0.0,battery_out
-0.165,35,16.017691,False,1,2,0.0,battery_out
10.655,35,16.046654,False,2,0,0.0,battery_out
-12.125,35,17.270483,False,0,2,0.0,battery_out
-3.125,35,17.297599,False,1,4,0.0,battery_out
-9.625,35,17.345126,False,0,0,0.0,battery_out
-5.825,35,17.376734,False,1,7,0.0,battery_out
-19.725,35,17.433204,False,0,10,0.0,battery_out
-13.625,35,17.495969,False,0,3,0.0,battery_out
-13.525,35,17.560285,False,0,3,0.0,battery_out
0.875,35,17.618593,False,1,0,0.0,battery_out
-0.325,35,17.674298,False,1,2,0.0,battery_out
-9.625,35,17.716372,False,0,0,0.0,battery_out
-0.045,35,17.751059,False,1,1,0.0,battery_out
-16.325,35,17.782909,False,0,6,0.0,battery_out
38.735,35,17.812339,True,2,3,0.0,success
34.045,37,17.839686,True,1,0,2.0,success
-2.965,35,17.866133,False,1,3,0.0,battery_out
-16.625,35,17.894119,False,0,6,0.0,battery_out
-6.125,35,17.920529,False,1,7,0.0,battery_out
-10.025,35,17.947671,False,0,0,0.0,battery_out
0.475,35,17.972251,False,1,1,0.0,battery_out
-10.725,35,17.995481,False,0,1,0.0,battery_out
-0.225,35,18.017002,False,1,1,0.0,battery_out
-0.025,35,18.038325,False,1,0,0.0,battery_out
-0.325,35,18.060611,False,1,1,0.0,battery_out
4.575,35,18.081725,False,2,6,0.0,battery_out
0.075,35,18.10288,False,1,1,0.0,battery_out
12.035,35,18.121781,False,2,0,0.0,battery_out
8.835,35,18.142016,False,2,1,0.0,battery_out
-3.825,35,18.160744,False,1,4,0.0,battery_out
-10.025,35,18.180893,False,0,0,0.0,battery_out
30.485,21,18.193639,True,1,2,14.0,success
-4.725,35,19.138231,False,1,6,0.0,battery_out
-15.425,35,19.167685,False,0,6,0.0,battery_out
33.07,22,19.188616,True,1,0,13.0,success
-11.125,35,19.221603,False,0,1,0.0,battery_out
31.96,28,19.247874,True,1,0,7.0,success
-9.025,35,19.279285,False,0,0,0.0,battery_out
40.29,30,19.308187,True,2,2,5.0,success
28.38,28,19.330994,True,1,3,7.0,success
-21.815,41,19.372531,False,0,13,0.0,battery_out
9.135,35,19.412826,False,2,1,0.0,battery_out
6.555,35,19.442525,False,2,4,0.0,battery_out
-0.725,35,19.468177,False,1,1,0.0,battery_out
11.82,36,19.495433,False,2,2,0.0,battery_out
39.185,21,19.511033,True,2,2,14.0,success
32.155,27,19.532679,True,1,0,8.0,success
7.995,35,19.558492,False,2,3,0.0,battery_out
30.64,24,19.575046,True,1,1,11.0,success
-1.165,35,19.601234,False,1,2,0.0,battery_out
-0.745,35,19.627688,False,1,1,0.0,battery_out
1.575,35,19.656194,False,1,0,0.0,battery_out
31.415,11,19.664687,True,1,0,24.0,success
-3.025,35,19.690087,False,1,4,0.0,battery_out
-15.325,35,19.717484,False,0,6,0.0,battery_out
-10.955,37,19.748481,False,0,1,0.0,battery_out
-6.425,35,19.776905,False,1,7,0.0,battery_out
31.64,24,19.794341,True,1,1,11.0,success
-2.425,35,19.821669,False,1,4,0.0,battery_out
-0.425,35,19.84726,False,1,1,0.0,battery_out
-11.225,35,19.879669,False,0,0,0.0,battery_out
-2.245,35,19.90671,False,1,4,0.0,battery_out
30.745,17,19.919691,True,1,1,18.0,success
-0.525,35,19.950116,False,1,0,0.0,battery_out
-9.525,35,21.164623,False,0,0,0.0,battery_out
-2.785,35,21.227092,False,1,2,0.0,battery_out
30.64,24,21.262671,True,1,1,11.0,success
30.58,28,21.295094,True,1,1,7.0,success
-2.825,35,21.365398,False,1,2,0.0,battery_out
30.79,14,21.395997,True,1,1,21.0,success
26.965,29,21.460602,True,1,5,6.0,success
31.485,21,21.500264,True,1,1,14.0,success
33.78,28,21.543408,True,1,0,11.0,success
7.655,35,21.608281,False,2,3,0.0,battery_out
-2.625,35,21.651209,False,1,4,0.0,battery_out
6.275,35,21.68301,False,2,6,0.0,battery_out
-0.925,35,21.713287,False,1,2,0.0,battery_out
34.545,13,21.72626,True,2,6,22.0,success
-4.925,35,21.755779,False,1,5,0.0,battery_out
0.355,35,21.786425,False,1,0,0.0,battery_out
1.075,35,21.814087,False,1,0,0.0,battery_out
30.04,24,21.836758,True,1,2,11.0,success
0.775,35,21.866671,False,1,0,0.0,battery_out
-11.625,35,21.896065,False,0,2,0.0,battery_out
32.41,26,21.916128,True,1,1,10.0,success
-10.225,35,21.946277,False,0,1,0.0,battery_out
29.19,14,21.958335,True,1,2,21.0,success
-0.125,35,21.984783,False,1,0,0.0,battery_out
30.915,19,22.000174,True,1,0,16.0,success
-12.325,35,22.028062,False,0,2,0.0,battery_out
40.305,33,22.053066,True,2,1,2.0,success
31.42,12,22.061212,True,1,0,23.0,success
31.39,14,22.0734,True,1,0,21.0,success
-8.805,35,22.100338,False,1,9,0.0,battery_out
0.975,35,22.12498,False,1,0,0.0,battery_out
30.715,19,22.139116,True,1,1,16.0,success
31.78,28,22.159178,True,1,1,7.0,success
-0.925,35,22.182428,False,1,2,0.0,battery_out
-12.625,35,22.205263,False,0,2,0.0,battery_out
38.47,30,22.224425,True,2,3,5.0,success
27.9,20,23.166358,True,1,4,15.0,success
30.08,20,23.183301,True,1,1,15.0,success
-0.725,35,23.211617,False,1,3,0.0,battery_out
42.97,34,23.241518,True,2,0,1.0,success
-3.725,35,23.270927,False,1,6,0.0,battery_out
0.155,35,23.305193,False,1,1,0.0,battery_out
-4.525,35,23.364998,False,1,6,0.0,battery_out
28.195,27,23.396228,True,1,4,8.0,success
28.995,27,23.431875,True,1,2,8.0,success
-4.125,35,23.463927,False,1,5,0.0,battery_out
28.29,34,23.496768,True,1,3,1.0,success
29.945,29,23.525346,True,1,2,6.0,success
37.815,31,23.55832,True,2,4,4.0,success
-2.37,38,23.615062,False,1,4,0.0,battery_out
-9.825,35,23.644354,False,0,0,0.0,battery_out
-19.125,35,23.673815,False,0,9,0.0,battery_out
0.255,35,23.701899,False,1,0,0.0,battery_out
-12.325,35,23.731889,False,1,14,0.0,battery_out
30.58,28,23.753862,True,1,2,7.0,success
-3.645,35,23.780863,False,1,4,0.0,battery_out
-9.825,35,23.812173,False,0,0,0.0,battery_out
8.755,35,23.8462,False,2,4,0.0,battery_out
42.475,35,23.879527,True,2,1,1.0,success
13.415,39,23.91132,False,2,1,0.0,battery_out
32.305,33,24.184559,True,1,0,2.0,success
3.175,35,24.213011,False,1,0,0.0,battery_out
41.375,15,24.225699,True,2,1,20.0,success
29.29,34,24.250574,True,1,2,1.0,success
9.135,35,24.280032,False,2,3,0.0,battery_out
-0.125,35,24.316864,False,1,1,0.0,battery_out
-10.625,35,24.359244,False,0,1,0.0,battery_out
-0.665,35,25.622586,False,1,1,0.0,battery_out
0.775,35,25.658676,False,1,1,0.0,battery_out
40.5,20,25.695233,True,2,1,15.0,success
5.835,35,25.723203,False,2,6,0.0,battery_out
42.88,28,25.77504,True,2,0,7.0,success
30.715,19,25.790987,True,1,1,16.0,success
-2.525,35,25.832984,False,1,3,0.0,battery_out
10.075,35,25.86858,False,2,0,0.0,battery_out
31.67,22,25.892814,True,1,1,13.0,success
31.965,29,25.918072,True,1,0,6.0,success
29.53,18,25.933951,True,1,3,17.0,success
-0.125,35,25.963064,False,1,1,0.0,battery_out
8.375,35,25.99541,False,2,4,0.0,battery_out
30.01,26,26.019404,True,1,1,9.0,success
40.055,23,26.038782,True,2,2,12.0,success
39.255,23,26.058389,True,2,3,12.0,success
-1.465,35,26.087797,False,1,2,0.0,battery_out
-20.925,35,26.1164,False,1,22,0.0,battery_out
29.265,21,26.134059,True,1,2,14.0,success
31.055,23,26.15252,True,1,1,12.0,success
26.87,26,26.174263,True,1,4,9.0,success
29.35,30,26.197814,True,1,4,6.0,success
12.345,37,26.227883,False,2,1,0.0,battery_out
37.94,28,26.251334,True,2,4,7.0,success
-2.125,35,26.278305,False,1,4,0.0,battery_out
40.935,31,26.301862,True,2,2,4.0,success
10.175,35,26.328042,False,2,1,0.0,battery_out
12.475,35,26.355024,False,2,0,0.0,battery_out
8.36,36,26.380451,False,2,3,0.0,battery_out
31.59,14,26.39215,True,1,0,21.0,success
30.62,12,26.400713,True,1,1,23.0,success
41.35,30,26.422311,True,2,1,5.0,success
43.39,26,26.440969,True,2,0,9.0,success
29.595,27,26.45991,True,1,2,8.0,success
30.11,30,26.481544,True,1,1,5.0,success
-4.525,35,26.50445,False,1,7,0.0,battery_out
27.87,22,27.507927,True,1,3,13.0,success
-4.925,35,27.55592,False,1,6,0.0,battery_out
26.07,22,27.588688,True,1,5,13.0,success
6.015,35,27.638398,False,2,5,0.0,battery_out
29.62,32,27.694749,True,1,4,3.0,success
-0.66,36,27.739744,False,1,2,0.0,battery_out
40.58,28,27.761677,True,2,2,7.0,success
-0.125,35,27.788838,False,1,3,0.0,battery_out
30.845,9,27.795182,True,1,0,26.0,success
27.07,22,27.811863,True,1,5,13.0,success
-9.925,35,27.838165,False,0,0,0.0,battery_out
31.385,13,27.84819,True,1,0,22.0,success
-3.34,36,27.877184,False,1,7,0.0,battery_out
39.98,28,27.89808,True,2,2,7.0,success
27.735,27,27.919034,True,1,4,8.0,success
30.99,14,27.929894,True,1,1,21.0,success
42.01,26,27.95076,True,2,0,9.0,success
41.845,29,27.974663,True,2,0,6.0,success
29.685,33,28.000063,True,1,3,2.0,success
-2.525,35,28.026319,False,1,3,0.0,battery_out
0.135,35,28.057518,False,1,0,0.0,battery_out
10.275,35,28.08364,False,2,1,0.0,battery_out
0.235,35,28.113927,False,1,0,0.0,battery_out
-10.625,35,28.140992,False,0,0,0.0,battery_out
-0.645,35,28.168958,False,1,1,0.0,battery_out
6.675,35,28.196519,False,2,5,0.0,battery_out
37.95,14,28.210283,True,2,3,21.0,success
32.18,28,28.231743,True,1,2,7.0,success
-15.725,35,28.263486,False,0,6,0.0,battery_out
42.76,16,28.27764,True,2,0,19.0,success
28.745,17,28.292644,True,1,3,18.0,success
29.445,37,28.322123,True,1,5,9.0,success
40.615,35,28.346857,True,2,2,0.0,success
31.515,19,28.362368,True,1,1,16.0,success
41.84,24,28.37958,True,2,1,11.0,success
31.38,28,28.399175,True,1,0,7.0,success
30.415,11,28.408401,True,1,1,24.0,success
30.165,29,29.518299,True,1,2,6.0,success
8.275,35,29.580868,False,2,4,0.0,battery_out
29.885,21,29.596533,True,1,2,14.0,success
0.375,35,29.645691,False,1,2,0.0,battery_out
30.42,12,29.666177,True,1,1,23.0,success
40.795,27,29.697166,True,2,2,8.0,success
11.83,38,29.749477,False,2,2,0.0,battery_out
31.055,23,29.783486,True,1,1,12.0,success
38.91,18,29.813729,True,2,3,17.0,success
28.07,22,29.852683,True,1,4,13.0,success
26.565,29,29.890643,True,1,6,6.0,success
37.985,33,29.921883,True,2,4,2.0,success
30.81,26,29.946573,True,1,1,9.0,success
11.175,35,29.977012,False,2,0,0.0,battery_out
40.135,31,30.00041,True,2,3,4.0,success
27.29,34,30.033768,True,1,4,1.0,success
29.49,34,30.063078,True,1,3,1.0,success
33.1,20,30.079509,True,1,0,15.0,success
27.98,28,30.099451,True,1,5,7.0,success
29.82,12,30.110341,True,1,2,23.0,success
43.29,34,30.138796,True,2,0,1.0,success
-10.925,35,30.167389,False,0,0,0.0,battery_out
32.645,37,30.198724,True,1,2,5.0,success
31.115,19,30.215945,True,1,1,16.0,success
28.005,9,30.2231,True,1,3,26.0,success
-10.525,35,30.249357,False,1,12,0.0,battery_out
31.85,10,30.258027,True,1,0,25.0,success
41.625,25,30.278073,True,2,1,10.0,success
26.5,20,30.292269,True,1,5,15.0,success
28.99,14,30.30332,True,1,2,21.0,success
32.115,19,30.319266,True,1,0,16.0,success
31.465,9,30.330854,True,1,0,26.0,success
39.81,26,30.354204,True,2,4,9.0,success
11.675,35,30.381488,False,2,0,0.0,battery_out
32.205,13,30.392292,True,1,0,22.0,success
27.405,13,30.402141,True,1,4,22.0,success
38.195,27,30.424744,True,2,4,8.0,success
31.99,14,30.435749,True,1,0,21.0,success
-0.545,35,30.461809,False,1,1,0.0,battery_out
29.115,19,30.476796,True,1,3,16.0,success
25.89,34,30.499451,True,1,6,1.0,success
42.825,25,31.495038,True,2,0,10.0,success
29.665,9,31.503011,True,1,1,26.0,success
0.335,39,31.536273,False,2,12,0.0,battery_out
30.975,27,31.558202,True,1,1,8.0,success
10.7,40,31.592183,False,2,2,0.0,battery_out
9.775,35,31.622186,False,2,0,0.0,battery_out
-1.025,35,31.65109,False,1,1,0.0,battery_out
42.54,16,31.664048,True,2,0,19.0,success
32.375,15,31.677727,True,1,0,20.0,success
39.735,31,31.703082,True,2,3,4.0,success
31.47,22,31.71992,True,1,1,13.0,success
30.16,16,31.73897,True,1,2,19.0,success
31.745,17,31.753995,True,1,1,18.0,success
-0.325,35,31.781164,False,1,2,0.0,battery_out
12.375,35,31.807673,False,2,1,0.0,battery_out
42.43,22,31.824788,True,2,0,13.0,success
29.975,15,31.837945,True,1,2,20.0,success
40.33,30,31.861454,True,2,2,5.0,success
8.455,35,31.887886,False,2,5,0.0,battery_out
7.855,35,31.913576,False,2,5,0.0,battery_out
42.745,17,31.927672,True,2,0,18.0,success
1.075,35,31.954725,False,1,0,0.0,battery_out
1.775,35,31.980059,False,1,0,0.0,battery_out
40.72,16,31.993695,True,2,1,19.0,success
38.405,25,32.013036,True,2,4,10.0,success
27.15,14,32.023365,True,1,4,21.0,success
38.63,38,32.050771,True,2,5,2.0,success
6.575,35,32.076802,False,2,6,0.0,battery_out
28.775,15,32.086769,True,1,3,20.0,success
42.225,25,32.105036,True,2,1,10.0,success
-8.925,35,32.127038,False,0,0,0.0,battery_out
27.67,22,32.143003,True,1,5,13.0,success
-3.945,35,32.167413,False,2,15,0.0,battery_out
31.425,25,32.183285,True,1,1,10.0,success
5.675,35,32.206012,False,2,7,0.0,battery_out
31.82,12,32.213706,True,1,0,23.0,success
33.35,30,32.233545,True,1,0,5.0,success
8.075,35,32.256317,False,2,5,0.0,battery_out
29.395,27,33.17551,True,1,2,8.0,success
40.685,21,33.194446,True,2,2,14.0,success
29.88,8,33.201423,True,1,1,27.0,success
32.01,26,33.224346,True,1,1,9.0,success
26.67,22,33.243283,True,1,6,13.0,success
42.915,31,33.270197,True,2,1,6.0,success
9.055,35,33.301608,False,2,4,0.0,battery_out
31.825,25,33.326526,True,1,1,10.0,success
32.035,11,33.338485,True,1,0,24.0,success
0.075,35,33.369387,False,1,1,0.0,battery_out
31.245,9,33.376879,True,1,0,26.0,success
32.13,18,33.391582,True,1,0,17.0,success
30.855,23,33.409936,True,1,2,12.0,success
-23.605,35,33.438494,False,1,23,0.0,battery_out
29.9,20,33.452661,True,1,2,15.0,success
30.24,24,33.470742,True,1,2,11.0,success
24.49,34,33.497584,True,1,9,2.0,success
33.885,21,33.515383,True,1,0,18.0,success
6.875,35,33.541562,False,2,5,0.0,battery_out
10.075,35,33.569773,False,2,2,0.0,battery_out
30.855,23,33.586003,True,1,1,12.0,success
31.425,25,33.606526,True,1,2,10.0,success
7.015,35,33.638111,False,2,5,0.0,battery_out
41.53,30,33.662121,True,2,2,5.0,success
-10.925,35,33.686542,False,1,12,0.0,battery_out
26.87,22,33.702524,True,1,5,13.0,success
39.305,33,33.730182,True,2,4,2.0,success
29.27,34,33.756544,True,1,3,1.0,success
30.825,25,33.778012,True,1,1,10.0,success
30.225,25,33.797077,True,1,3,10.0,success
28.95,30,33.819898,True,1,4,5.0,success
30.705,17,33.832134,True,1,1,18.0,success
37.805,21,33.84696,True,2,5,14.0,success
44.445,37,33.875084,True,2,0,0.0,success
30.21,26,33.894102,True,1,2,9.0,success
30.255,23,33.912346,True,1,2,12.0,success
33.315,19,33.925178,True,1,0,16.0,success
38.545,29,33.949027,True,2,4,6.0,success
31.79,14,33.961044,True,1,0,21.0,success
42.005,13,33.97155,True,2,0,22.0,success
21.285,33,35.059076,True,1,10,2.0,success
31.145,17,35.074028,True,1,0,18.0,success
31.805,13,35.086495,True,1,0,22.0,success
30.285,21,35.105432,True,1,1,14.0,success
32.685,21,35.123372,True,1,0,14.0,success
39.3,20,35.141312,True,2,3,15.0,success
43.44,24,35.163242,True,2,0,11.0,success
31.16,16,35.176704,True,1,1,19.0,success
1.275,35,35.208067,False,1,0,0.0,battery_out
42.145,17,35.231937,True,2,0,18.0,success
32.73,18,35.249158,True,1,0,17.0,success
32.285,21,35.26622,True,1,0,14.0,success
40.35,34,35.30402,True,2,2,1.0,success
31.225,25,35.333766,True,1,2,10.0,success
31.035,11,35.346259,True,1,0,24.0,success
2.075,35,35.380475,False,1,0,0.0,battery_out
-28.545,35,35.4111,False,1,29,0.0,battery_out
39.46,28,35.43905,True,2,3,7.0,success
30.7,20,35.454114,True,1,1,15.0,success
30.395,27,35.475707,True,1,2,8.0,success
41.955,27,35.502597,True,2,0,8.0,success
41.02,32,35.543012,True,2,2,3.0,success
30.65,10,35.557635,True,1,1,25.0,success
31.205,13,35.569576,True,1,1,22.0,success
40.055,23,35.59654,True,2,3,12.0,success
29.885,21,35.615479,True,1,2,14.0,success
28.78,28,35.6393,True,1,4,7.0,success
30.64,24,35.658954,True,1,3,11.0,success
41.415,31,35.68348,True,2,1,4.0,success
30.82,12,35.693447,True,1,1,23.0,success
30.925,5,35.698431,True,1,0,30.0,success
41.32,32,35.724208,True,2,2,3.0,success
-5.925,35,35.751258,False,1,7,0.0,battery_out
-34.425,35,35.77907,False,0,25,0.0,battery_out
44.055,35,35.807617,True,2,0,0.0,success
28.335,15,35.820232,True,1,3,20.0,success
41.33,18,35.835563,True,2,1,17.0,success
36.775,27,35.858611,True,2,6,8.0,success
31.85,10,35.867585,True,1,0,25.0,success
42.19,14,35.880208,True,2,0,21.0,success
31.455,23,35.898937,True,2,10,12.0,success
41.81,26,35.918911,True,2,2,14.0,success
43.07,22,35.936459,True,2,0,13.0,success
32.145,17,35.950125,True,1,0,18.0,success
39.315,19,35.964916,True,2,3,16.0,success
32.41,26,35.983633,True,1,1,9.0,success
39.745,17,36.780503,True,2,2,18.0,success
42.405,33,36.807413,True,2,1,2.0,success
33.1,20,36.824356,True,1,0,15.0,success
36.73,30,36.848276,True,2,6,5.0,success
36.395,27,36.871202,True,2,6,8.0,success
31.225,25,36.892087,True,1,1,10.0,success
31.855,23,36.909182,True,1,1,12.0,success
6.475,35,36.939082,False,2,5,0.0,battery_out
25.7,20,36.956025,True,1,6,15.0,success
