#{"t_start": 1780884910.9617333, "env_id": "None"}
r,l,t,success,completed_targets,collision_count,remaining_battery,done_reason
-14.4,55,6.631007,False,0,3,0.0,battery_out
-79.34,62,6.679567,False,0,57,0.0,battery_out
-36.94,41,6.706498,False,1,31,0.0,battery_out
-51.1,52,6.745215,False,1,42,0.0,battery_out
42.28,21,6.756631,True,2,0,14.0,success
-61.44,43,6.779947,False,0,42,0.0,battery_out
10.88,37,6.807363,False,2,0,0.0,battery_out
45.36,37,6.825491,True,2,0,3.0,success
-13.52,35,6.844546,False,0,2,0.0,battery_out
4.78,51,6.876996,False,4,23,0.0,battery_out
-7.52,37,6.89527,False,1,6,0.0,battery_out
5.44,53,6.927341,False,3,14,0.0,battery_out
-32.44,50,6.95176,False,1,28,0.0,battery_out
-1.8,48,7.910634,False,1,2,0.0,battery_out
41.14,18,7.926582,True,2,1,17.0,success
-25.72,35,7.957996,False,1,22,0.0,battery_out
-37.88,35,7.989889,False,0,24,0.0,battery_out
-9.98,35,8.034881,False,0,0,0.0,battery_out
-3.52,35,8.064244,False,1,3,0.0,battery_out
10.1,35,8.100769,False,2,1,0.0,battery_out
53.04,28,8.125282,True,3,0,7.0,success
18.34,35,8.155565,False,3,5,0.0,battery_out
-52.7,35,8.182375,False,0,35,0.0,battery_out
-35.42,46,8.217609,False,1,31,0.0,battery_out
40.02,34,8.243634,True,2,3,1.0,success
-4.2,51,8.294747,False,1,4,0.0,battery_out
55.1,39,8.33743,True,3,0,3.0,success
13.86,40,8.380376,False,3,9,0.0,battery_out
12.0,52,8.426424,False,3,9,0.0,battery_out
19.72,52,8.468112,False,3,3,0.0,battery_out
-16.94,47,8.503541,False,3,31,0.0,battery_out
-41.76,54,8.546637,False,1,36,0.0,battery_out
21.48,37,8.573383,False,3,3,0.0,battery_out
-22.34,53,8.611427,False,0,9,0.0,battery_out
-1.5,35,8.634106,False,1,2,0.0,battery_out
-62.58,52,8.670739,False,0,43,0.0,battery_out
-39.16,47,8.704505,False,1,33,0.0,battery_out
35.44,35,8.730195,False,4,0,0.0,battery_out
-56.02,52,9.667389,False,1,46,0.0,battery_out
13.3,49,9.741253,False,4,17,0.0,battery_out
-47.54,35,9.770665,False,0,31,0.0,battery_out
65.58,42,9.820924,True,4,0,5.0,success
15.08,45,9.865643,False,3,5,0.0,battery_out
-11.36,35,9.892587,False,0,1,0.0,battery_out
-61.08,43,9.927332,False,0,42,0.0,battery_out
-30.56,40,9.962018,False,1,26,0.0,battery_out
22.82,49,10.003757,False,4,9,0.0,battery_out
41.84,31,10.025126,True,2,2,4.0,success
10.94,40,10.051374,False,2,3,0.0,battery_out
-10.36,45,10.078358,False,0,0,0.0,battery_out
-10.82,35,10.099576,False,0,0,0.0,battery_out
11.92,48,10.127445,False,2,2,0.0,battery_out
53.6,36,10.148633,True,3,0,0.0,success
16.54,35,10.168737,False,3,5,0.0,battery_out
-17.12,35,10.187222,False,0,5,0.0,battery_out
52.56,16,10.197069,True,3,0,19.0,success
17.94,46,10.228051,False,3,3,0.0,battery_out
38.84,21,10.240072,True,2,3,14.0,success
-51.68,35,10.25866,False,0,34,0.0,battery_out
-52.26,40,10.278863,False,0,35,0.0,battery_out
34.82,39,10.304176,False,4,0,0.0,battery_out
-37.82,35,10.32129,False,0,23,0.0,battery_out
-64.46,50,10.350667,False,0,45,0.0,battery_out
13.18,35,10.368324,False,3,7,0.0,battery_out
-0.18,38,11.094911,False,1,0,0.0,battery_out
44.6,31,11.132785,True,2,0,4.0,success
40.62,17,11.14674,True,2,1,18.0,success
-27.32,35,11.186,False,0,14,0.0,battery_out
40.52,25,11.206976,True,2,2,10.0,success
-4.0,35,11.236891,False,1,4,0.0,battery_out
0.8,35,11.274032,False,1,0,0.0,battery_out
43.18,20,11.306137,True,2,0,15.0,success
-75.56,56,11.357047,False,0,54,0.0,battery_out
40.1,19,11.370964,True,2,2,16.0,success
-3.46,41,11.396922,False,1,3,0.0,battery_out
17.78,57,11.434801,False,3,6,0.0,battery_out
10.46,40,11.460923,False,2,1,0.0,battery_out
51.76,22,11.4859,True,3,1,13.0,success
23.36,35,11.510462,False,4,8,0.0,battery_out
8.52,35,11.532743,False,2,2,0.0,battery_out
19.58,45,11.561006,False,3,5,0.0,battery_out
-41.8,39,11.584893,False,0,26,0.0,battery_out
-0.58,47,11.612589,False,1,1,0.0,battery_out
-101.5,75,11.660708,False,0,75,0.0,battery_out
-6.44,40,11.681415,False,1,6,0.0,battery_out
-52.46,41,11.711033,False,0,35,0.0,battery_out
9.62,43,11.739982,False,2,1,0.0,battery_out
-67.18,48,11.763726,False,0,47,0.0,battery_out
44.04,32,11.778121,True,2,0,5.0,success
10.72,52,11.807534,False,3,13,0.0,battery_out
62.16,29,11.823224,True,4,1,6.0,success
-15.7,45,12.50821,False,2,22,0.0,battery_out
-32.92,41,12.564542,False,1,27,0.0,battery_out
-17.24,35,12.597432,False,1,14,0.0,battery_out
-7.18,35,12.629937,False,1,7,0.0,battery_out
2.32,48,12.672676,False,2,8,0.0,battery_out
-41.1,45,12.721709,False,1,35,0.0,battery_out
13.8,46,12.764826,False,3,8,0.0,battery_out
-23.72,40,12.80184,False,1,20,0.0,battery_out
21.9,40,12.83554,False,3,1,0.0,battery_out
-61.82,47,12.866108,False,0,43,0.0,battery_out
-4.92,36,12.887763,False,2,15,0.0,battery_out
24.68,38,12.910094,False,3,1,0.0,battery_out
-53.86,56,12.940136,False,1,45,0.0,battery_out
4.04,42,12.970768,False,3,16,0.0,battery_out
-24.04,51,12.998141,False,2,29,0.0,battery_out
64.0,33,13.020082,True,4,0,2.0,success
-5.0,35,13.038178,False,2,14,0.0,battery_out
-29.9,49,13.071362,False,1,25,0.0,battery_out
-13.1,49,13.104503,False,3,29,0.0,battery_out
2.1,35,13.120388,False,2,9,0.0,battery_out
-1.06,35,13.137138,False,1,1,0.0,battery_out
-35.26,64,13.172048,False,2,39,0.0,battery_out
32.18,55,13.202753,True,2,11,3.0,success
-11.9,35,13.222592,False,0,1,0.0,battery_out
20.66,38,14.186268,False,3,0,0.0,battery_out
-25.88,40,14.244778,False,1,22,0.0,battery_out
-9.82,54,14.309458,False,0,0,0.0,battery_out
-60.92,44,14.353342,False,0,42,0.0,battery_out
42.58,27,14.37478,True,2,1,8.0,success
-0.06,41,14.415644,False,1,0,0.0,battery_out
19.26,41,14.457831,False,4,12,0.0,battery_out
23.48,50,14.510236,False,4,10,0.0,battery_out
-37.42,38,14.541397,False,1,31,0.0,battery_out
-29.52,53,14.594597,False,2,34,0.0,battery_out
5.86,44,14.643162,False,3,13,0.0,battery_out
5.38,57,14.699467,False,2,5,0.0,battery_out
10.58,37,14.739691,False,2,1,0.0,battery_out
-1.06,46,14.786434,False,2,10,0.0,battery_out
7.32,40,14.81486,False,2,6,0.0,battery_out
-9.04,52,14.863105,False,2,17,0.0,battery_out
43.54,33,14.883405,True,2,1,6.0,success
-20.46,55,14.926225,False,0,8,0.0,battery_out
22.48,35,14.966746,False,3,1,0.0,battery_out
-57.14,44,14.99493,False,0,39,0.0,battery_out
23.56,35,15.018381,False,3,0,0.0,battery_out
22.28,45,15.047405,False,3,3,0.0,battery_out
9.1,36,15.071403,False,2,2,0.0,battery_out
-28.52,58,15.949772,False,1,24,0.0,battery_out
-15.14,44,15.99933,False,0,4,0.0,battery_out
-42.58,36,16.039904,False,0,27,0.0,battery_out
-4.0,47,16.108203,False,1,4,0.0,battery_out
-68.84,53,16.173583,False,0,48,0.0,battery_out
14.8,35,16.206096,False,3,6,0.0,battery_out
-69.18,55,16.258233,False,0,49,0.0,battery_out
30.74,43,16.305542,False,4,4,0.0,battery_out
-26.94,48,16.337603,False,1,23,0.0,battery_out
40.34,28,16.356571,True,2,3,7.0,success
31.46,41,16.392924,False,4,3,0.0,battery_out
1.4,35,16.413651,False,1,0,0.0,battery_out
-0.8,37,16.435767,False,1,2,0.0,battery_out
-87.62,74,16.477375,False,0,64,0.0,battery_out
47.1,34,16.511784,True,3,5,1.0,success
1.54,39,16.538422,False,2,9,0.0,battery_out
21.1,35,16.559329,False,3,1,0.0,battery_out
-26.66,35,16.57929,False,0,13,0.0,battery_out
52.24,38,16.602482,True,3,2,4.0,success
-15.16,38,16.841656,False,1,14,0.0,battery_out
42.02,16,16.84919,True,2,0,19.0,success
66.4,48,16.876678,True,4,0,7.0,success
-22.46,41,16.895711,False,0,9,0.0,battery_out
42.58,27,16.90818,True,2,1,8.0,success
-31.98,43,16.928901,False,1,28,0.0,battery_out
25.34,35,16.946963,False,3,0,0.0,battery_out
53.76,28,17.807891,True,3,0,7.0,success
10.56,44,17.868434,False,2,1,0.0,battery_out
51.98,21,17.888368,True,3,1,14.0,success
-46.14,48,17.936304,False,1,39,0.0,battery_out
54.0,25,17.959303,True,3,0,10.0,success
60.38,29,17.987714,True,4,2,6.0,success
18.32,51,18.037005,False,3,4,0.0,battery_out
-52.7,35,18.062791,False,0,35,0.0,battery_out
-5.14,35,18.088387,False,2,15,0.0,battery_out
-56.54,50,18.120818,False,0,39,0.0,battery_out
43.32,22,18.136113,True,2,0,13.0,success
1.26,39,18.162071,False,3,17,0.0,battery_out
-7.04,39,18.186245,False,2,16,0.0,battery_out
7.3,39,18.210221,False,2,5,0.0,battery_out
-1.5,37,18.234037,False,1,2,0.0,battery_out
-26.58,40,18.264838,False,0,13,0.0,battery_out
43.1,34,18.283558,True,2,0,1.0,success
-9.34,41,18.314997,False,1,8,0.0,battery_out
18.18,40,18.340273,False,3,5,0.0,battery_out
-3.62,35,18.363251,False,2,13,0.0,battery_out
-71.46,58,18.412227,False,0,51,0.0,battery_out
13.82,54,18.466633,False,3,6,0.0,battery_out
34.34,40,18.498789,False,4,0,0.0,battery_out
-3.86,44,18.534023,False,3,22,0.0,battery_out
-34.4,51,18.579239,False,2,37,0.0,battery_out
10.94,40,18.60711,False,2,1,0.0,battery_out
35.06,44,19.797414,False,4,0,0.0,battery_out
53.56,32,19.837281,True,3,1,6.0,success
-10.46,35,19.876808,False,0,0,0.0,battery_out
38.96,34,19.934633,True,3,11,1.0,success
39.68,24,19.970994,True,2,3,11.0,success
-5.44,35,20.017204,False,2,13,0.0,battery_out
-7.8,35,20.062675,False,2,15,0.0,battery_out
-62.32,45,20.105201,False,0,43,0.0,battery_out
34.26,29,20.126055,True,2,7,6.0,success
19.32,35,20.153372,False,3,2,0.0,battery_out
-14.42,37,20.202278,False,1,12,0.0,battery_out
-1.84,40,20.231472,False,2,12,0.0,battery_out
-5.4,36,20.26903,False,1,5,0.0,battery_out
-1.46,46,20.316955,False,1,2,0.0,battery_out
-11.6,35,20.353446,False,0,1,0.0,battery_out
-54.74,44,20.390786,False,0,37,0.0,battery_out
20.5,39,20.41969,False,3,1,0.0,battery_out
-6.6,56,20.470472,False,3,24,0.0,battery_out
39.62,31,20.494913,True,2,3,4.0,success
-18.92,40,20.529663,False,1,16,0.0,battery_out
-27.04,39,20.571701,False,0,14,0.0,battery_out
21.22,35,20.603388,False,3,1,0.0,battery_out
25.14,39,20.635333,False,3,0,0.0,battery_out
34.28,38,20.673215,False,4,0,0.0,battery_out
-38.18,35,20.699799,False,0,23,0.0,battery_out
39.56,27,20.721291,True,2,2,8.0,success
20.46,37,20.750471,False,3,2,0.0,battery_out
-38.88,59,21.790586,False,2,42,0.0,battery_out
-58.8,40,21.833709,False,0,40,0.0,battery_out
-20.06,35,21.870449,False,0,8,0.0,battery_out
-16.9,46,21.928064,False,2,23,0.0,battery_out
63.66,24,21.98354,True,4,0,11.0,success
-10.6,48,22.073659,False,0,0,0.0,battery_out
48.54,30,22.125038,True,3,4,5.0,success
-55.2,40,22.183892,False,0,37,0.0,battery_out
8.14,45,22.249625,False,2,2,0.0,battery_out
1.74,35,22.302356,False,2,9,0.0,battery_out
63.74,38,22.367676,True,4,1,2.0,success
32.42,35,22.428685,False,4,0,0.0,battery_out
-50.28,43,22.478206,False,0,33,0.0,battery_out
5.86,36,22.526201,False,2,7,0.0,battery_out
61.42,37,22.566818,True,4,3,3.0,success
-31.16,35,22.610222,False,1,26,0.0,battery_out
0.24,45,22.666742,False,1,0,0.0,battery_out
2.48,35,22.700518,False,1,0,0.0,battery_out
-36.36,48,22.740836,False,1,31,0.0,battery_out
-2.62,37,22.771839,False,2,13,0.0,battery_out
1.56,36,22.80245,False,1,0,0.0,battery_out
23.56,35,22.835919,False,3,0,0.0,battery_out
20.74,41,22.880394,False,3,3,0.0,battery_out
23.42,35,22.911482,False,3,0,0.0,battery_out
4.98,56,22.974242,False,2,7,0.0,battery_out
-3.6,35,23.002525,False,2,13,0.0,battery_out
-59.86,65,24.726098,False,1,50,0.0,battery_out
34.38,35,24.793915,False,4,0,0.0,battery_out
-30.12,36,24.853317,False,1,26,0.0,battery_out
-36.92,35,24.913552,False,0,22,0.0,battery_out
-19.86,36,24.96347,False,1,17,0.0,battery_out
18.92,36,25.028978,False,3,4,0.0,battery_out
45.8,43,25.062791,True,2,0,10.0,success
-29.02,35,25.132347,False,1,25,0.0,battery_out
-6.08,44,25.188688,False,3,24,0.0,battery_out
44.76,32,25.214779,True,2,0,3.0,success
-11.44,39,25.247397,False,0,0,0.0,battery_out
-1.86,59,25.305632,False,2,11,0.0,battery_out
-1.04,40,25.348259,False,1,0,0.0,battery_out
10.9,41,25.381859,False,3,11,0.0,battery_out
-12.3,40,25.420416,False,0,1,0.0,battery_out
42.44,22,25.437928,True,2,0,13.0,success
-16.62,40,25.475177,False,0,5,0.0,battery_out
41.56,23,25.491985,True,2,1,12.0,success
63.12,35,25.523424,True,4,1,4.0,success
21.02,44,25.552953,False,3,2,0.0,battery_out
-23.42,38,25.576862,False,0,11,0.0,battery_out
-26.42,40,25.601889,False,1,23,0.0,battery_out
13.5,35,25.622538,False,2,1,0.0,battery_out
12.42,49,25.659621,False,3,9,0.0,battery_out
-15.74,40,25.68301,False,1,13,0.0,battery_out
34.7,37,25.704955,True,2,8,2.0,success
11.52,35,25.72447,False,2,1,0.0,battery_out
22.46,35,26.614954,False,3,2,0.0,battery_out
4.26,38,26.647193,False,2,8,0.0,battery_out
-18.24,46,26.691528,False,0,8,0.0,battery_out
-12.58,39,26.725816,False,0,2,0.0,battery_out
-23.66,47,26.767863,False,0,11,0.0,battery_out
23.84,36,26.817795,False,3,0,0.0,battery_out
-57.48,43,26.849874,False,0,39,0.0,battery_out
-9.78,35,26.877958,False,2,18,0.0,battery_out
-49.16,41,26.915723,False,0,32,0.0,battery_out
-0.18,35,26.945293,False,2,11,0.0,battery_out
-18.26,43,26.979251,False,1,17,0.0,battery_out
43.08,35,27.007635,True,2,0,0.0,success
-11.72,44,27.044383,False,0,0,0.0,battery_out
-9.24,35,27.07191,False,2,18,0.0,battery_out
-15.98,58,27.117716,False,1,14,0.0,battery_out
34.58,34,27.142295,True,2,7,1.0,success
0.12,47,27.178602,False,2,12,0.0,battery_out
-34.78,35,27.210017,False,1,29,0.0,battery_out
2.94,53,27.265816,False,2,7,0.0,battery_out
-10.66,39,27.297059,False,0,0,0.0,battery_out
-52.7,35,27.320572,False,0,35,0.0,battery_out
4.98,44,27.352777,False,3,14,0.0,battery_out
34.24,38,27.381346,False,4,0,0.0,battery_out
-4.98,48,27.411354,False,2,13,0.0,battery_out
-11.74,39,27.433059,False,2,20,0.0,battery_out
-6.32,43,28.2937,False,1,6,0.0,battery_out
63.44,26,28.321038,True,4,0,9.0,success
40.06,33,28.349905,True,2,3,2.0,success
1.14,35,28.379243,False,1,0,0.0,battery_out
42.46,21,28.397689,True,2,0,14.0,success
0.3,35,28.428585,False,1,0,0.0,battery_out
2.54,43,28.467727,False,2,8,0.0,battery_out
-4.76,35,28.496618,False,1,4,0.0,battery_out
43.98,38,28.527212,True,2,1,8.0,success
53.36,45,28.563709,True,3,2,6.0,success
63.4,31,28.593187,True,4,0,4.0,success
41.64,17,28.606425,True,2,0,18.0,success
38.82,35,28.631546,True,2,4,0.0,success
22.56,43,28.680127,False,3,2,0.0,battery_out
10.18,45,28.713389,False,2,3,0.0,battery_out
-27.26,48,28.748757,False,1,23,0.0,battery_out
42.14,22,28.766619,True,2,1,13.0,success
-31.08,54,28.810819,False,2,35,0.0,battery_out
-41.56,45,28.843489,False,0,26,0.0,battery_out
28.46,46,28.880696,False,4,4,0.0,battery_out
-57.84,46,28.910564,False,0,40,0.0,battery_out
7.0,42,28.938204,False,2,4,0.0,battery_out
-18.38,44,28.966983,False,0,7,0.0,battery_out
1.2,35,28.988398,False,2,9,0.0,battery_out
15.64,50,29.025849,False,3,5,0.0,battery_out
20.92,55,29.060888,False,3,5,0.0,battery_out
16.82,42,29.819285,False,3,6,0.0,battery_out
64.0,37,29.86368,True,4,1,10.0,success
0.68,35,29.894029,False,1,0,0.0,battery_out
-27.44,46,29.936203,False,1,23,0.0,battery_out
41.94,20,29.957007,True,2,0,15.0,success
23.32,53,30.009125,False,3,2,0.0,battery_out
20.28,40,30.043548,False,3,1,0.0,battery_out
-5.44,50,30.087163,False,1,5,0.0,battery_out
44.64,29,30.107783,True,2,0,9.0,success
5.06,37,30.140453,False,2,6,0.0,battery_out
-3.2,43,30.167101,False,1,5,0.0,battery_out
9.14,43,30.198935,False,2,1,0.0,battery_out
0.8,35,30.219706,False,1,0,0.0,battery_out
-15.36,36,30.241311,False,1,14,0.0,battery_out
-11.72,35,30.261292,False,2,19,0.0,battery_out
-1.32,48,30.296781,False,1,2,0.0,battery_out
-48.56,35,30.316547,False,0,32,0.0,battery_out
-9.68,35,30.340003,False,0,0,0.0,battery_out
33.5,35,30.369577,False,4,0,0.0,battery_out
9.08,37,30.392463,False,2,3,0.0,battery_out
1.82,44,30.420811,False,1,0,0.0,battery_out
21.28,41,30.449755,False,3,2,0.0,battery_out
-56.4,40,30.470392,False,0,38,0.0,battery_out
1.62,35,30.487825,False,2,10,0.0,battery_out
54.06,39,30.508983,True,3,0,0.0,success
-56.22,46,30.534566,False,0,39,0.0,battery_out
-36.36,35,31.258913,False,1,30,0.0,battery_out
-3.46,37,31.289843,False,2,13,0.0,battery_out
-2.48,38,31.321518,False,2,12,0.0,battery_out
10.38,44,31.357558,False,2,3,0.0,battery_out
10.66,41,31.394308,False,3,11,0.0,battery_out
14.2,36,31.424892,False,2,0,0.0,battery_out
-53.62,48,31.465443,False,0,36,0.0,battery_out
10.44,35,31.491184,False,2,1,0.0,battery_out
52.2,31,31.514618,True,3,2,8.0,success
32.4,41,31.552736,False,4,0,0.0,battery_out
12.88,42,31.581065,False,2,2,0.0,battery_out
42.58,24,31.597003,True,2,0,11.0,success
-12.06,35,31.617615,False,2,19,0.0,battery_out
-10.18,48,31.646744,False,0,0,0.0,battery_out
30.66,54,31.688028,False,4,3,0.0,battery_out
6.72,40,31.716121,False,2,3,0.0,battery_out
-13.14,46,31.747233,False,0,2,0.0,battery_out
-28.46,38,31.768407,False,0,15,0.0,battery_out
54.28,29,31.786783,True,3,0,7.0,success
-47.14,44,31.817941,False,1,39,0.0,battery_out
13.26,40,31.838334,False,2,2,0.0,battery_out
-18.98,41,31.865592,False,0,7,0.0,battery_out
-33.76,35,31.883078,False,1,28,0.0,battery_out
-10.34,35,31.907303,False,0,0,0.0,battery_out
-24.58,35,31.925752,False,1,21,0.0,battery_out
11.06,46,31.952728,False,2,1,0.0,battery_out
41.04,41,32.82487,True,2,4,5.0,success
-7.84,58,32.883651,False,2,19,0.0,battery_out
-26.1,43,32.933172,False,0,13,0.0,battery_out
-24.2,45,32.986048,False,2,30,0.0,battery_out
-30.12,51,33.037355,False,2,34,0.0,battery_out
44.76,29,33.059572,True,2,0,6.0,success
-11.96,45,33.102879,False,2,19,0.0,battery_out
-7.2,35,33.129196,False,2,16,0.0,battery_out
-56.04,46,33.177376,False,0,38,0.0,battery_out
-19.44,48,33.229676,False,1,16,0.0,battery_out
22.74,37,33.261724,False,3,0,0.0,battery_out
-45.78,49,33.306537,False,0,29,0.0,battery_out
-10.64,47,33.343785,False,0,0,0.0,battery_out
-80.6,59,33.398071,False,0,58,0.0,battery_out
36.96,35,33.428093,True,2,6,1.0,success
15.5,36,33.463516,False,3,5,0.0,battery_out
10.56,35,33.488995,False,2,1,0.0,battery_out
-4.16,40,33.520965,False,1,4,0.0,battery_out
-5.56,35,33.556961,False,1,5,0.0,battery_out
-0.96,35,33.585087,False,2,10,0.0,battery_out
-63.74,47,33.624238,False,0,44,0.0,battery_out
-44.78,35,33.648751,False,0,29,0.0,battery_out
-33.12,35,33.677502,False,1,27,0.0,battery_out
-1.12,50,33.72325,False,1,1,0.0,battery_out
-15.66,53,34.691453,False,2,23,0.0,battery_out
-11.36,35,34.729264,False,0,1,0.0,battery_out
-14.18,41,34.774875,False,0,3,0.0,battery_out
22.84,35,34.806342,False,3,0,0.0,battery_out
41.22,23,34.825813,True,2,1,12.0,success
21.82,35,34.859564,False,3,1,0.0,battery_out
19.68,35,34.895192,False,3,1,0.0,battery_out
12.36,35,34.926705,False,2,0,0.0,battery_out
-56.86,50,34.977494,False,1,47,0.0,battery_out
45.16,39,35.009279,True,2,0,0.0,success
54.6,40,35.045867,True,3,0,0.0,success
-43.22,35,35.072034,False,0,28,0.0,battery_out
14.84,59,35.122617,False,3,5,0.0,battery_out
9.78,35,35.148836,False,2,1,0.0,battery_out
6.9,42,35.404827,False,2,5,0.0,battery_out
59.72,33,35.430006,True,4,4,2.0,success
-4.36,35,35.450072,False,1,6,0.0,battery_out
-17.36,35,35.474251,False,0,6,0.0,battery_out
-44.12,35,35.493162,False,0,28,0.0,battery_out
24.24,40,35.517514,False,3,0,0.0,battery_out
0.08,35,35.536958,False,1,0,0.0,battery_out
-21.72,37,35.56194,False,0,9,0.0,battery_out
54.64,32,35.578972,True,3,0,8.0,success
-11.96,38,35.599308,False,0,1,0.0,battery_out
-6.5,45,35.622639,False,2,17,0.0,battery_out
-22.44,48,35.647632,False,1,20,0.0,battery_out
-33.0,42,35.668028,False,1,28,0.0,battery_out
1.22,37,36.444439,False,2,10,0.0,battery_out
21.4,35,36.48091,False,3,1,0.0,battery_out
62.5,29,36.516307,True,4,1,6.0,success
42.7,30,36.540972,True,2,1,5.0,success
42.1,30,36.566609,True,2,0,5.0,success
20.36,35,36.596241,False,3,0,0.0,battery_out
20.9,48,36.647066,False,3,2,0.0,battery_out
-7.56,35,36.675299,False,2,16,0.0,battery_out
-11.42,41,36.704208,False,0,1,0.0,battery_out
-9.58,35,36.729403,False,1,9,0.0,battery_out
-32.48,52,36.765661,False,1,28,0.0,battery_out
63.22,28,36.789381,True,4,0,7.0,success
8.42,37,36.814018,False,2,3,0.0,battery_out
-22.18,41,36.844891,False,1,18,0.0,battery_out
-7.18,35,36.865698,False,1,7,0.0,battery_out
-12.62,42,36.890542,False,2,20,0.0,battery_out
-31.46,54,36.923219,False,2,35,0.0,battery_out
37.12,31,36.938691,True,2,5,4.0,success
-22.0,35,36.957063,False,1,19,0.0,battery_out
-65.8,57,36.993873,False,0,46,0.0,battery_out
-11.42,44,37.022509,False,0,1,0.0,battery_out
-10.1,35,37.040848,False,0,0,0.0,battery_out
-37.06,64,37.073125,False,2,40,0.0,battery_out
-0.94,50,37.104023,False,1,0,0.0,battery_out
